keyword,job_id,title,company,province,city,salary_visible,internship,remote,urgent,experience_years
python,1431759,برنامه نویس Back-End (Django),دانا جویان جوان,اصفهان,اصفهان,True,False,True,False,3
python,1433961,برنامه‌نویس جونیور (Python/Django) - آقا,شرکت افق نو حیات سبز,خراسان رضوی,مشهد,True,True,False,True,0
python,1423801,Senior Backend Developer (Python),امن افزار,تهران,تهران,False,False,False,False,2
python,1417043,SRE Service Support Engineer(Internship),خدمات تکنولوژی هوآوی ایرانیان,تهران,تهران,False,True,False,True,0
python,1407371,توسعه دهنده odoo,سامانه های مخابراتی مجاب ارتباط,تهران,تهران,False,False,False,True,3
python,1415420,Back-End Developer,صنایع غذایی مرد کوهستان,تهران,تهران,False,False,False,True,3
python,1394775,Senior Python Developer,گروه حمل و نقل بین المللی ادمیرال,تهران,تهران,False,False,False,False,4
python,1437329,Technical Lead / Software Architect (Python),هوش پرداز پارس تک,خراسان رضوی,مشهد,False,False,False,True,3
python,1431310,Mid-Level Full Stack Python Engineer,گروه نوآور ثاقب,تهران,تهران,True,False,True,False,4
python,1434879,Software Engineer,الین اینتلکت,تهران,تهران,False,False,False,True,4
python,1443398,برنامه نویس پایتون,شهرآب انرژی,مازندران,ساری,True,False,False,False,5
python,1429174,Senior Python Developer (Network-Oriented),مهسان,تهران,تهران,False,False,False,False,5
python,1400118,مهندس بینایی کامپیوتر,دمیس,اصفهان,اصفهان,False,False,False,True,2
python,1426418,کارشناس نرم افزار,ایتوک ایران,تهران,تهران,False,True,False,True,0
python,1429061,Senior Backend Developer (Python),شرکت توسعه فن آوری هوش مصنوعی تفاهم,تهران,تهران,False,False,False,False,3
python,1429801,مدرس برنامه‌نویسی و ICDL,موسسه فرهنگی هنری ایرسافام,تهران,تهران,False,False,True,True,2
python,1447160,برنامه‌نویس پایتون,سازمانی فعال در حوزه فناوری اطلاعات / نرم افزار و سخت افزار,تهران,تهران,True,False,False,False,2
python,1416496,Senior Back-End Developer (system architect),مدیریت ثروت ثریا,تهران,تهران,False,False,False,True,5
python,1441544,کارشناس برنامه نویس,فرین تجارت زمرد,اصفهان,اصفهان,True,False,False,True,4
python,1276045,Back-End Developer (Python),پیام پرداز,اصفهان,اصفهان,False,False,False,False,3
python,1442634,برنامه‌نویس ارشد Backend,دانش پژوهان ققنوس,فارس,شیراز,True,False,False,True,3
python,1436905,مدرس پایتون,آموزشگاه نوراکامپبوتر,گیلان,رشت,True,False,False,True,3
python,1440580,توسعه‌دهنده پلتفرم,معماراندیشه پایامهر,تهران,تهران,True,False,False,True,2
python,1415925,برنامه نویس Python (هوش مصنوعی),پارسی پست,یزد,یزد,False,True,False,False,0
python,1417916,مهندس نرم افزار - آقا,شرکت طراحی و مهندسی سنتام,تهران,تهران,True,False,False,True,3
python,1445635,Senior Python Developer,سیمپل اچ آر,تهران,تهران,True,False,True,False,5
python,1396655,کارشناس ارشد مهندسی کامپیوتر,گروه سرمایه گذاری خوارزمی,تهران,تهران,True,False,False,True,3
python,1422581,کارشناس نرم افزار,دیده پرداز صبا,اصفهان,اصفهان,False,False,False,True,1
python,1437936,برنامه‌نویس پایتون (Python),شرکت زرسام هنر,اصفهان,کاشان,True,False,False,False,2
python,1417736,برنامه‌ نویس هوش مصنوعی,سینوکس,تهران,تهران,False,False,True,True,1
python,1442908,Back-End Developer,آفرینش بینش و دانش ایرانیان,تهران,تهران,True,False,True,False,4
python,1415092,Senior Software Engineer,شرکت آوا نگر شایان همتا (سیگنال),قم,قم,True,False,True,True,4
python,1399352,"Software Engineer (Backend- Django, FastAPI)",Company active in Business Services / Consulting industry,قم,قم,True,False,False,False,3
python,1399127,توسعه‌دهنده ارشد بک‌اند (Python/Django),شرکت  امن پردازش هوشمند فرداد,اصفهان,اصفهان,False,False,False,False,3
python,1444770,دستیار محصول و فناوری (Python / Django),جریان,تهران,تهران,False,False,False,True,1
python,1441091,برنامه‌نویس Python (Odoo Developer),صنایع فن بازار پارتاک (ذوفن),اصفهان,اصفهان,False,False,False,False,3
python,1446827,مهندس داده,مهسان,تهران,تهران,False,False,False,True,3
python,1437490,تحلیلگر بدافزار,امن پرداز,البرز,گرمدره,False,False,False,True,0
python,1419029,توسعه‌دهنده Python/Qt (سیستم‌های کراس‌پلتفرم),شرکت طراحی نگاراندیشگان,تهران,پردیس,False,False,False,True,1
python,1417062,کارشناس استقرار و پشتیبانی نرم افزار,شرکت هوش مصنوعی,تهران,تهران,False,False,False,True,3
python,1420064,Senior Backend Developer (shoraka),بیمه بازار,تهران,تهران,False,False,False,True,3
python,1435652,برنامه‌نویس بک‌اند,مرکز هوش صنعتی پارت,تهران,تهران,False,False,False,False,2
python,1441851,Machine Learning Engineer,اعجاز پیشروی افضل,تهران,تهران,True,False,False,True,2
python,1450473,برنامه‌نویس Python (هوش مصنوعی),رایمند ارتباطات نقش جهان,اصفهان,اصفهان,True,False,False,False,2
python,1443518,مهندس هوش مصنوعی و نرم‌افزار,نهادین آرمان,تهران,تهران,False,False,False,True,3
python,1416457,Odoo Developer,آماتاصمد,تهران,تهران,False,False,False,False,1
python,1404665,Technical Lead (Senior Backend Engineer),رهپویان دانش و فناوری فرا,تهران,تهران,True,False,False,True,5
python,1451704,Senior Back-End Developer,Nixi AI,تهران,تهران,False,False,True,False,5
python,1431022,برنامه‌نویس,طیف پردازان اسپادانا,اصفهان,اصفهان,False,False,False,True,2
python,1449842,کارشناس ارشد توسعه‌دهنده فول‌استک (Full Stack) با تمرکز بر Back-end,پیام سامان,تهران,تهران,True,False,False,True,5
python,1439901,مهندس ارشد هوش مصنوعی و بک‌اند,قهوه ارگن,تهران,تهران,True,False,True,True,3
python,1407677,کارآموز هوش مصنوعی و پایتون,هوش افزار نوآفرین,کرمان,کرمان,True,True,True,False,0
python,1448618,SRE Specialist,اُکالا,تهران,تهران,False,False,False,True,4
python,1439793,Senior Software Engineer (Golang),هونام پرتو اندیشان ماز,تهران,تهران,False,False,False,True,5
python,1435359,(بابلسر-Senior Back-End Developer (Python,شرکت داده نگار اقتصاد راهکار آینده یگانه یکتا,مازندران,بابلسر,True,False,False,False,3
python,1442050,Machine Learning Engineer,دیدار,تهران,تهران,False,False,False,True,1
python,1397687,کارشناس هوش مصنوعی,ایرانیکارت,اصفهان,اصفهان,False,False,False,True,3
python,1416821,Senior Software Engineer,شرکت آوا نگر شایان همتا (سیگنال),قم,قم,True,False,False,True,4
python,1421822,کارشناس کامپیوتر - آقا,مهندسی نوآوران تکساز صنعت,تهران,تهران,False,False,False,True,3
python,1413804,مدرس برنامه‌نویسی پایتون,نمایندگی اسلامشهر مجتمع فنی تهران,تهران,اسلام شهر,True,False,False,False,2
python,1429335,توسعه دهنده Back-End,گروه مشاوران آری,تهران,تهران,True,False,False,False,5
python,1409988,کارآموز علوم داده,سی‌نوس,خراسان رضوی,مشهد,False,True,False,True,0
python,1426342,مهندس ارشد نرم‌افزار (Lead Engineer),شرکت آریا اندیش سورنا,تهران,تهران,False,False,True,True,5
python,1448799,Python & ERP Developer,آی تی پرداز,خراسان رضوی,مشهد,True,False,False,False,2
python,1450906,برنامه‌نویس فول‌استک (Junior Full Stack Developer),باغبون,تهران,تهران,True,False,False,True,0
python,1430747,مهندس استقرار هوش مصنوعی(AI Deployment Engineer),کدینو,خوزستان,اهواز,True,False,True,True,2
python,1440283,Senior Data Engineer,بیمه بازار,تهران,تهران,False,False,False,True,3
python,1428189,Platform Engineer,فناوری اطلاعات و ارتباطات مُهَیمن,تهران,تهران,False,False,False,True,1
python,1433193,برنامه‌نویس ارشد Python / Node.js,گروه سلامت آرامش,تهران,تهران,False,False,False,False,4
python,1400598,مهندس داده,داتین,تهران,پردیس,False,False,False,True,3
python,1411324,توسعه‌دهنده بلاکچین (Blockchain Developer),ایکس چیف,تهران,تهران,False,False,False,True,5
python,1420573,توسعه‌دهنده هوش مصنوعی,سازگار سیستم خاورمیانه(ستیران),اصفهان,اصفهان,True,False,False,True,2
python,1430665,سرپرست توسعه دهنده نرم‌افزار,شاتل موبایل,تهران,تهران,False,False,False,False,4
python,1441172,مهندس هوش مصنوعی و اتوماسیون هوشمند,گروه صنعتی ایرانیان رور,تهران,تهران,True,False,False,True,4
python,1430607,توسعه دهنده نرم افزار Full Stack Developer,شاتل موبایل,تهران,تهران,False,False,False,False,2
python,1437067,برنامه نویس Full-Stack,ماشین سازی زاوست,تهران,تهران,True,False,False,True,2
python,1417123,کارشناس پردازش تصویر,شرکت طراحی پیشرفته آوا شریف,تهران,تهران,False,False,False,True,2
python,1438692,برنامه‌نویس فول‌استک (بک‌اند),گروه صنعتی آفتاب طلایی پرشین,تهران,تهران,False,False,False,True,3
python,1436376,کارشناس طراحی و پشتیبانی برنامه‌های هوش مصنوعی (Python),گروه برق و صنعت پردیس,خراسان رضوی,مشهد,True,False,True,False,4
python,1429660,تحلیلگر داده امنیت (Security Data Analyst),فناوری اطلاعات و ارتباطات مُهَیمن,تهران,تهران,False,False,False,True,3
python,1422671,کارشناس زیرساخت نرم‌افزاری و اتوماسیون (DevOps Focused),شرکت کلان داده پویان نوین,اصفهان,اصفهان,False,False,False,True,1
python,1436006,Senior Data Engineer (Irancell Labs),ایرانسل لبز,تهران,تهران,False,False,False,True,5
python,1440510,توسعه‌دهنده نرم‌افزار (Python) - خانم,مرکز پژوهش کیفیت و بهره وری پارسیان,تهران,تهران,False,True,True,False,0
python,1425022,مهندس داده (اتوماسیون عملیاتی),آژانس راوی,خراسان رضوی,مشهد,False,False,True,False,3
python,1407965,مهندس کامپیوتر,شرکت دانش بنیان نگرش هوشمند شهری,کرمانشاه,کرمانشاه,True,False,False,True,1
python,1404484,Kubernetes SRE Engineer,سرورایانه,تهران,تهران,False,False,False,True,3
python,1396651,Full Stack Developer (Web Scraping),آرویکام,تهران,تهران,True,False,False,False,0
python,1435809,مهندس ارشد هوش مصنوعی,آی فور تویینز,تهران,تهران,True,False,False,True,3
python,1443587,کارآموز تحلیل داده (Data Analyst),فیکسرا,تهران,تهران,True,True,True,True,0
python,1435041,Senior Back-End Developer,بلوپی,تهران,تهران,False,False,False,False,5
python,1437260,Senior site reliability engineer,ایران سرور,خراسان رضوی,مشهد,False,False,False,True,5
python,1404666,برنامه‌نویس کارت هوشمند,شرکت حصین,تهران,تهران,False,False,False,False,2
python,1419594,کارشناس بینایی ماشین,مکسا,تهران,تهران,False,False,False,True,1
python,1442776,مهندس ارشد یادگیری ماشین (Senior/Lead Machine Learning Engineer),ونچر استودیوی آرگومان,تهران,تهران,True,False,False,True,5
python,1444697,توسعه‌دهنده عامل هوش مصنوعی (AI Agent Developer),شرکت داده و اعتبار سنجی تجارت ایرانیان (داتا),تهران,تهران,False,False,False,True,3
python,1417001,کارشناس هوش مصنوعی,گروه اقتصادی تاو,تهران,تهران,False,False,False,True,1
python,1414526,مهندس کامپیوتر,آرمان اندیشان نوین محرک سپاهان,اصفهان,اصفهان,True,False,False,False,0
python,1420081,برنامه نویس Full-Stack,پژوهشگاه نصر,تهران,تهران,True,False,False,True,2
python,1443817,"Computer Engineer – AI, Automation & Dashboard Specialist",هولدینگ کاسپین,تهران,تهران,False,False,True,False,2
python,1381420,مهندس داده,مدیریت فناوری بورس تهران,تهران,تهران,False,False,False,True,1
python,1418740,مهندس هوش مصنوعی (AI Engineer),مرکز نوآوری گرونیدا,خراسان رضوی,مشهد,True,False,False,True,0
python,1408115,کارشناس نرم افزار (برنامه نویس),شرکت آذین الکترو ایده,تهران,تهران,False,False,False,False,3
python,1439312,DevOps Engineer,اف ایکس پی,,خارج کشور,True,False,True,True,3
python,1405258,مهندس داده (Data Engineer),رهپویان دانش و فناوری فرا,تهران,تهران,True,False,False,True,2
python,1450864,برنامه نویس بک اند,توسعه محصول نوآفرین پایا,اصفهان,اصفهان,True,False,False,False,1
python,1400109,مهندس مدل‌های زبانی بزرگ,دمیس,اصفهان,اصفهان,False,False,False,True,2
python,1426773,برنامه‌نویس ارشد Odoo,گروه صنعتی جهان صادرات,تهران,تهران,False,False,False,True,3
python,1440553,متخصص علم داده و هوش مصنوعی,معماراندیشه پایامهر,تهران,تهران,True,False,True,True,2
python,1451711,تحلیلگر داده,ایرانیکارت,اصفهان,اصفهان,False,False,False,True,3
python,1427993,Tech Lead (Software Engineer),ونچر استودیوی آرگومان,تهران,تهران,False,False,False,False,6
python,1450568,کارشناس تحلیل داده,گروه توسعه همراه تل,تهران,تهران,False,False,False,True,3
python,1395815,کارشناس توسعه و پشتیبانی نرم‌افزار,نیروگاه شهید محمد منتظری اصفهان,اصفهان,اصفهان,False,False,False,True,3
python,1448196,Senior Back-End Developer,شرکت رانک,تهران,تهران,False,False,False,False,5
python,1401873,کارشناس ارشد هوش مصنوعی (AI Software Engineer),اسمایلینو,تهران,تهران,False,False,False,True,3
python,1445989,کارشناس ارشد تست نرم‌افزار (Senior QA / SDET),فناوری اطلاعات نیلوا,تهران,تهران,False,False,False,True,2
python,1419348,برنامه‌نویس نرم‌افزار – سطح Junior,گسترش فناوری های نوین,تهران,تهران,False,False,False,False,0
python,1437277,کارشناس آموزش (علوم داده),آکادمی همراه اول,تهران,تهران,False,False,False,True,2
python,1441845,Data Analyst,اعجاز پیشروی افضل,تهران,تهران,True,False,False,True,3
python,1445540,مهندس داده (Data Engineer),آوان سفر,تهران,تهران,False,False,False,True,3
python,1435072,QA Engineer,بلوپی,تهران,تهران,False,False,False,False,4
python,1441573,Senior Full‑Stack Developer (Django + Vue.js),گل گیفت,تهران,تهران,False,False,False,True,5
python,1411150,کارشناس ارشد هوش مصنوعی (AI & Process Optimization Specialist),ایکس چیف,تهران,تهران,False,False,True,True,3
python,1400546,دانشمند داده,داتین,تهران,پردیس,False,False,False,True,3
python,1408712,Quantitative Software Engineer,کارگزاری مفید,تهران,تهران,False,False,False,False,2
python,1397262,Senior Data Engineer,سیمرا (تلوبیون),تهران,تهران,False,False,False,True,5
python,1374698,توسعه دهنده وب (فول استک),صندوق توسعه فناوری ایرانیان,تهران,تهران,False,False,False,True,1
python,1400935,برنامه نویس پژوهشی,پژوهشکده مدلسازان برتر,تهران,تهران,False,True,False,False,0
python,1451326,متخصص هوش مصنوعی,سازمان یار,تهران,تهران,True,False,False,True,2
python,1378102,کارشناس ارشد مهندس داده,شرکت داده و اعتبار سنجی تجارت ایرانیان (داتا),تهران,تهران,False,False,False,True,5
python,1417356,تحلیلگر ارشد داده,شرکت هوش مصنوعی,تهران,تهران,True,False,False,True,5
python,1448109,Tech Lead,شرکت رانک,تهران,تهران,False,False,False,False,5
python,1444249,Senior Data Engineer,تپسل,تهران,تهران,False,False,False,True,3
python,1448043,کارشناس تست نرم‌افزار (آزمونگر),مهسان,تهران,تهران,False,False,False,False,0
python,1401123,Operation Analyst (External Contract),خدمات ارتباطی ایرانسل,تهران,تهران,False,False,False,True,3
python,1433181,متخصص هوش مصنوعی - آقا,فناوران نوین پرداز نصیر,قم,قم,True,False,False,True,2
python,1384445,Full-Stack Developer,شرکت دانش بنیان رادشید,اصفهان,اصفهان,False,False,False,True,3
python,1409984,برنامه نویس (پردازش تصویر),آکادمی اسپورتیفای,تهران,تهران,True,False,False,False,2
python,1415402,full stack developer,صنایع غذایی مرد کوهستان,تهران,تهران,False,False,False,True,3
python,1414084,کارآموز هوش مصنوعی,یکتا صنعت ناجی,اصفهان,خمینی شهر,False,True,False,False,0
python,1429086,برنامه نویس فول استک (Full Stack Developer),ایکس چیف,تهران,تهران,False,False,True,True,3
python,1441963,برنامه‌نویس Odoo ERP,سازمانی فعال در حوزه تولیدی / صنعتی,تهران,تهران,False,False,False,False,2
python,1445290,مهندس نرم‌افزار ارشد فول‌استک (Senior Full-Stack Software Engineer),شاپینو,تهران,تهران,True,False,False,True,3
python,1437251,کارآموز هوش مصنوعی,مانا افراز خاور,تهران,تهران,False,True,False,False,0
python,1426075,کارشناس هوش مصنوعی (AI Specialist) - آقا,هلدینگ سرمایه گذاری بُرشا,تهران,تهران,False,False,False,True,2
python,1451345,Senior Site Reliability Engineer (SRE),تپسی فود,تهران,تهران,False,False,False,False,3
python,1414095,کارآموز نرم‌افزار (هوش مصنوعی),یکتا صنعت ناجی,اصفهان,اصفهان,False,True,False,False,0
python,1412709,کارشناس برنامه نویس و پشتیبانی سایت,شرکت مانا تل پارس,تهران,تهران,True,False,False,True,5
python,1416952,متخصص هوش مصنوعی,یاس مارکت,خراسان رضوی,مشهد,True,False,False,True,3
python,1441017,"Senior AI Engineer (RAG, Agents & Vision)",مدیریت سرمایه لیان,تهران,تهران,False,False,False,True,3
python,1446393,مهندس سیستم‌های هوشمند,ویژه الکترونیک نامور,اصفهان,نجف آباد,True,True,True,False,0
python,1409502,کارشناس تحلیل داده,ایران سرور,خراسان رضوی,مشهد,False,False,False,True,3
python,1409418,Senior Security Research Engineer,سامانه خلاق شریف,تهران,تهران,True,False,False,True,5
python,1436353,Senior Data Scientist,آپتایم,تهران,تهران,False,False,False,True,3
python,1427158,کارشناس ارشد هوش مصنوعی,فن آوران هوشمند دانش پژوه,تهران,تهران,True,False,False,True,5
python,1446092,توسعه‌دهنده فول‌استک ارشد,گروه صنعتی انتخاب,تهران,تهران,False,False,False,False,3
python,1429640,برنامه‌نویس ارشد Full Stack,تجهیزات شبکه داریا,آذربایجان شرقی,تبریز,False,False,False,True,5
python,1425886,مدرس کامپیوتر,مجتمع دکترحسابی,تهران,تهران,True,False,False,True,4
python,1435675,RF Engineer (Internship),خدمات تکنولوژی هوآوی ایرانیان,تهران,تهران,False,True,False,True,0
python,1420208,مهندس DevOps (Mid-Level),هلدینگ فناوری بنتک,تهران,تهران,False,False,False,False,6
python,1451269,Data Engineer,پلتفرم شیدا,تهران,تهران,False,False,False,True,3
python,1406815,Senior Data Scientist,گروه اسنپ,تهران,تهران,False,False,False,True,5
python,1429258,متخصص هوش مصنوعی (بینایی ماشین و یادگیری عمیق),پویش تصویر گیتی,تهران,تهران,True,False,False,True,2
python,1419583,برنامه‌نویس Full Stack (Python-Angular),پارس تصمیم,تهران,تهران,True,False,False,False,3
python,1438091,مدرس برنامه نویسی,موسسه فنی آموزشی کادوس(مهر),گیلان,رشت,False,False,False,False,1
python,1417165,برنامه نویس Full-Stack,مدام,تهران,تهران,False,False,False,True,5
python,1423563,مهندس DevOps,فناوری اطلاعات و ارتباطات مُهَیمن,تهران,تهران,False,False,False,True,1
python,1420063,Senior Full-Stack Developer (shorsks),بیمه بازار,تهران,تهران,False,False,False,True,3
python,1418776,متخصص هوش مصنوعی Claude AI,گروه صنعتی پولاد,تهران,تهران,True,False,False,True,5
python,1398678,مهندس نرم‌افزار (واحد تحقیق و توسعه - R&D),جهاد دانشگاهی صنعتی شریف مرکز اتوماسیون و ابراز دقیق,تهران,تهران,False,False,False,False,0
python,1432901,Data Analyst,ملی‌گلد,تهران,تهران,False,False,False,True,3
python,1419845,مهندس داده,پاداش,تهران,تهران,False,False,False,False,4
python,1415832,کارشناس هوش مصنوعی (تحلیل داده),شرکت صدور احرار شرق (صاشکو),تهران,تهران,False,False,True,True,3
python,1434777,کارشناس SRE,داتین,تهران,تهران,False,False,False,False,3
python,1412740,Data Engineer,به پرداخت ملت,تهران,تهران,False,False,False,True,5
python,1451105,کارشناس هوش مصنوعی,گروه صنعتی سپهر,تهران,تهران,False,False,False,True,2
python,1421680,برنامه نویس فول استک,رشدپروتئین شمال,مازندران,سوادکوه,False,False,True,True,3
python,1441247,Quality Engineering Lead (QA Lead),گروه حمل و نقل بین المللی ادمیرال,تهران,تهران,False,False,False,True,5
python,1430618,کارشناس ارشد پایگاه داده Oracle,داتین,تهران,تهران,False,False,False,True,3
python,1366905,دانشمند ارشد داده,شرکت داده و اعتبار سنجی تجارت ایرانیان (داتا),تهران,تهران,False,False,False,True,5
python,1449477,DEVOPS ENGINEER,رهیاب پیام گستران,تهران,تهران,False,False,False,True,3
python,1430931,توسعه‌دهنده سامانه‌های سنجش از دور,رایان نور تدبیر,تهران,تهران,True,False,False,False,3
python,1441039,Senior Data Analyst,مدیریت سرمایه لیان,تهران,تهران,False,False,False,True,5
python,1419347,توسعه‌دهنده بک‌اند (آشنا با فلاتر),شرکت ایده بنیان میلا,اصفهان,اصفهان,False,False,False,True,3
python,1436647,کارشناس DataOps,شرکت لایف وب,تهران,تهران,False,False,False,False,2
python,1448450,کارشناس تست نفوذ,اسپارا,تهران,تهران,False,False,False,True,3
python,1448751,کارشناس ارشد نرم‌افزار,توسعه معدنی و صنعتی صبانور,تهران,تهران,True,False,False,False,5
python,1412502,Senior AI Engineer,پینووا کاپیتال,تهران,تهران,True,False,False,True,4
python,1418820,برنامه‌نویس هوش مصنوعی,شفیعی گستر,مازندران,ساری,False,False,True,False,1
python,1413029,مهندس ارشد تحلیل داده (هوش مصنوعی),مشاور سرمایه گذاری بلفورت,تهران,تهران,True,False,False,True,3
python,1452101,Full-Stack Developer - آقا,توسعه هوشمند طاها,تهران,تهران,True,False,False,False,4
python,1411496,کارشناس مهندس داده,داده پردازان بنیان آوا,تهران,تهران,False,False,False,False,1
python,1425410,متخصص هوش مصنوعی (بینایی ماشین و پردازش تصویر),نت پرداز آذر,آذربایجان شرقی,تبریز,True,False,False,True,1
python,1412957,توسعه‌دهنده فول‌استک (Lead Tech),میراث کبیر,اردبیل,اردبیل,True,False,True,False,5
python,1403363,مهندس عمران (برنامه‌نویس پایتون),آیسنس,تهران,تهران,True,False,False,True,2
python,1414755,Junior IT Manager,زیگورات اویل,تهران,تهران,False,False,False,True,0
python,1426813,کارشناس داده و دیتابیس,شرکت مهندسان مشاور شارگان,تهران,تهران,True,False,False,True,1
python,1422617,برنامه‌نویس C++ (Embedded Linux/Qt),شرکت دانش بنیان ایده کاران سه بعدی شریف,تهران,تهران,False,False,False,True,2
python,1435470,کارشناس پایگاه داده (Database Administrator),فناوری اطلاعات و ارتباطات مُهَیمن,تهران,تهران,False,False,False,True,2
python,1449991,Machine Learning Engineer,نئوبانک اقتصاد نوین,تهران,تهران,False,False,False,False,6
python,1424619,Data Engineer,گروه صنعتی پولاد,تهران,پرند,True,False,False,True,5
python,1410038,برنامه نویس وب,سامانه طعم گیلاس,تهران,تهران,False,False,True,False,0
python,1398778,کارشناس تست نفوذ وب,آکادمی راوین,تهران,تهران,False,False,False,True,2
python,1395205,توسعه‌دهنده ارشد Web3,ققنوس پردازش سرمایه,تهران,تهران,True,False,True,False,4
python,1433526,Data Engineer,بیمه بازار,تهران,تهران,False,False,False,False,3
python,1408704,Senior Data Manager,یوزرآوا,تهران,تهران,True,False,True,True,5
python,1427077,کارشناس هوش مصنوعی,هلدینگ پیشرو پارسیان,تهران,تهران,True,False,False,False,1
